epoch,accuracy,learning_rate,loss,precision,recall,top3_accuracy,val_accuracy,val_loss,val_precision,val_recall,val_top3_accuracy
30,0.9488157033920288,4.999999873689376e-05,0.15086741745471954,0.957931637763977,0.9413471817970276,0.9943950772285461,0.9820168614387512,0.05661345273256302,0.9847254157066345,0.9795697927474976,0.9988618493080139
31,0.9498684406280518,4.999999873689376e-05,0.14711524546146393,0.9584742784500122,0.9430258274078369,0.9947080016136169,0.9821306467056274,0.0568493977189064,0.9847297668457031,0.9798542857170105,0.9987480044364929
32,0.9494416117668152,4.999999873689376e-05,0.1488744616508484,0.9588372707366943,0.9417597055435181,0.9952201247215271,0.9820168614387512,0.055429812520742416,0.9847965240478516,0.9805372357368469,0.9988618493080139
33,0.9501102566719055,4.999999873689376e-05,0.14606188237667084,0.9586853384971619,0.9427697658538818,0.995362401008606,0.9820737242698669,0.055267903953790665,0.984899640083313,0.979911208152771,0.9988049268722534
34,0.951248288154602,4.999999873689376e-05,0.1450805962085724,0.9598623514175415,0.9443914890289307,0.994964063167572,0.9825859069824219,0.05530417338013649,0.9851284027099609,0.9801388382911682,0.9988618493080139
35,0.9521445631980896,4.999999873689376e-05,0.14306344091892242,0.9602197408676147,0.9449889659881592,0.995433509349823,0.9828704595565796,0.0544506199657917,0.9850788712501526,0.9805940985679626,0.9991463422775269
36,0.9505085945129395,4.999999873689376e-05,0.14247377216815948,0.9587723016738892,0.9438509345054626,0.9954620003700256,0.9833826422691345,0.053078167140483856,0.9855346083641052,0.9809355735778809,0.9990894794464111
37,0.9521445631980896,4.999999873689376e-05,0.14223048090934753,0.9599202275276184,0.9447898268699646,0.9950920939445496,0.9821306467056274,0.05563711002469063,0.9845063090324402,0.9799681305885315,0.9990325570106506
38,0.9511487483978271,4.999999873689376e-05,0.14123651385307312,0.9595022201538086,0.944405734539032,0.9956468939781189,0.9828704595565796,0.054773736745119095,0.9850780367851257,0.9805372357368469,0.9987480044364929
39,0.9539369940757751,4.999999873689376e-05,0.13771532475948334,0.9616084694862366,0.9467387199401855,0.9957038164138794,0.9825859069824219,0.05407460406422615,0.9854135513305664,0.9803664684295654,0.9989187121391296
40,0.951646625995636,4.999999873689376e-05,0.14122456312179565,0.9597070217132568,0.9450032114982605,0.995618462562561,0.9826428294181824,0.05364944413304329,0.9849082231521606,0.9804803133010864,0.9992601871490479
41,0.9514474868774414,4.999999873689376e-05,0.140077605843544,0.9599058032035828,0.9454584121704102,0.9953908324241638,0.9830980896949768,0.051365237683057785,0.9854252338409424,0.9811632037162781,0.9992601871490479
42,0.9520164728164673,4.999999873689376e-05,0.14054624736309052,0.9602780342102051,0.9454015493392944,0.9953197240829468,0.9833826422691345,0.05145546421408653,0.9858824610710144,0.9816184639930725,0.9992032647132874
43,0.9533821940422058,4.999999873689376e-05,0.1370236873626709,0.9615017771720886,0.9464969038963318,0.9958318471908569,0.983553409576416,0.051276739686727524,0.9856637120246887,0.9820737242698669,0.9992032647132874
